image,label
"[[[19 42 68]
  [20 43 69]
  [21 44 70]
  ...
  [ 3  9 29]
  [ 7 15 38]
  [ 6 17 29]]

 [[19 42 68]
  [19 42 68]
  [20 43 69]
  ...
  [12 18 37]
  [10 18 36]
  [ 7 18 29]]

 [[17 40 66]
  [18 41 67]
  [19 42 68]
  ...
  [10 17 35]
  [11 18 33]
  [13 22 33]]

 ...

 [[ 4 28 56]
  [ 5 29 59]
  [ 6 30 62]
  ...
  [ 2  6 23]
  [ 2  7 22]
  [ 1  6 21]]

 [[ 3 27 55]
  [ 4 28 58]
  [ 6 30 62]
  ...
  [ 0  5 22]
  [ 1  7 21]
  [ 2  7 22]]

 [[ 2 26 54]
  [ 5 29 59]
  [ 7 29 61]
  ...
  [ 0  4 21]
  [ 0  5 19]
  [ 1  6 21]]]",0
"[[[ 36  99 133]
  [ 35  98 132]
  [ 36  97 131]
  ...
  [112 138 144]
  [106 132 138]
  [106 132 138]]

 [[ 39 102 138]
  [ 38 101 136]
  [ 37 100 135]
  ...
  [109 136 143]
  [105 132 138]
  [102 129 135]]

 [[ 42 105 143]
  [ 40 104 141]
  [ 39 103 138]
  ...
  [102 130 137]
  [ 97 125 132]
  [ 93 121 128]]

 ...

 [[  0  16  27]
  [  0  16  27]
  [  0  17  28]
  ...
  [  2  14  16]
  [  1  13  15]
  [  0  12  14]]

 [[  0  15  27]
  [  0  15  27]
  [  0  16  28]
  ...
  [  2  14  16]
  [  1  13  15]
  [  0  12  14]]

 [[  1  16  25]
  [  1  16  25]
  [  2  17  26]
  ...
  [  2  14  16]
  [  1  13  15]
  [  0  12  14]]]",0
"[[[ 17  24  39]
  [ 17  24  39]
  [ 17  25  42]
  ...
  [ 28 105 168]
  [ 29 106 169]
  [ 29 106 169]]

 [[ 23  25  44]
  [ 22  24  43]
  [ 23  25  46]
  ...
  [ 28 106 169]
  [ 29 107 170]
  [ 29 107 170]]

 [[ 87  86 102]
  [ 88  88 105]
  [ 94  93 112]
  ...
  [ 28 107 170]
  [ 29 108 171]
  [ 29 108 171]]

 ...

 [[  2  10  27]
  [  2  10  27]
  [  2   9  27]
  ...
  [  9  29  69]
  [ 10  29  70]
  [ 10  29  70]]

 [[  1   9  26]
  [  1   9  26]
  [  1   8  26]
  ...
  [  7  30  75]
  [  7  30  76]
  [  7  30  76]]

 [[  1   9  26]
  [  1   9  26]
  [  1   8  26]
  ...
  [ 12  32  74]
  [ 14  33  76]
  [ 16  36  79]]]",0
"[[[ 51  90  58]
  [ 51  90  58]
  [ 54  90  60]
  ...
  [100 113 111]
  [ 95 108 106]
  [ 92 106 104]]

 [[ 52  90  59]
  [ 52  90  59]
  [ 54  90  60]
  ...
  [ 84  98  95]
  [ 80  94  92]
  [ 79  92  90]]

 [[ 52  91  59]
  [ 53  91  60]
  [ 55  91  61]
  ...
  [ 72  86  84]
  [ 68  82  80]
  [ 64  80  77]]

 ...

 [[ 62  65  63]
  [ 63  66  64]
  [ 63  66  64]
  ...
  [ 47  48  44]
  [ 46  47  43]
  [ 45  46  42]]

 [[ 62  65  63]
  [ 63  66  64]
  [ 63  66  64]
  ...
  [ 47  48  44]
  [ 46  47  43]
  [ 45  46  42]]

 [[ 62  65  63]
  [ 63  66  64]
  [ 63  66  64]
  ...
  [ 47  48  44]
  [ 46  47  43]
  [ 45  46  42]]]",0
"[[[164 167 165]
  [163 169 165]
  [164 173 166]
  ...
  [148 185 185]
  [145 182 182]
  [137 175 175]]

 [[161 166 164]
  [162 168 164]
  [163 171 163]
  ...
  [135 166 167]
  [134 165 166]
  [131 162 163]]

 [[157 164 161]
  [160 166 162]
  [163 170 160]
  ...
  [138 164 163]
  [135 160 159]
  [136 161 160]]

 ...

 [[105 149 170]
  [103 147 168]
  [102 144 165]
  ...
  [143 185 200]
  [144 186 201]
  [144 186 201]]

 [[100 143 164]
  [101 144 165]
  [102 145 166]
  ...
  [142 187 201]
  [142 187 201]
  [142 187 201]]

 [[ 97 140 161]
  [ 99 142 163]
  [102 145 166]
  ...
  [142 187 201]
  [142 187 201]
  [142 187 201]]]",0
"[[[ 31  42  80]
  [ 31  43  81]
  [ 31  45  83]
  ...
  [157 186 213]
  [153 181 209]
  [152 181 208]]

 [[ 33  49  86]
  [ 33  49  86]
  [ 31  49  86]
  ...
  [165 190 218]
  [162 187 214]
  [157 181 209]]

 [[ 33  52  89]
  [ 32  52  89]
  [ 31  53  89]
  ...
  [166 201 226]
  [163 198 224]
  [156 190 217]]

 ...

 [[ 48  75 109]
  [ 49  76 110]
  [ 50  78 112]
  ...
  [  7  10  14]
  [  3   3   6]
  [  5   3   3]]

 [[ 46  74 108]
  [ 46  74 109]
  [ 47  75 109]
  ...
  [  4  10  18]
  [  3   3   6]
  [  9   6   6]]

 [[ 44  75 108]
  [ 43  74 107]
  [ 45  73 107]
  ...
  [ 10  18  29]
  [  3   5  10]
  [  9   6   3]]]",0
"[[[103 112 112]
  [ 54  63  63]
  [ 51  63  63]
  ...
  [ 67  87  85]
  [ 65  80  79]
  [ 68  84  83]]

 [[104 112 112]
  [ 53  63  63]
  [ 52  64  64]
  ...
  [ 63  84  82]
  [ 71  87  86]
  [ 76  92  91]]

 [[104 112 112]
  [ 54  64  64]
  [ 52  64  64]
  ...
  [ 69  90  88]
  [ 73  89  88]
  [ 79  95  95]]

 ...

 [[104 112 111]
  [ 50  61  59]
  [ 54  67  66]
  ...
  [  9  11  19]
  [ 13  12  21]
  [ 25  24  33]]

 [[102 110 109]
  [ 51  62  60]
  [ 52  65  63]
  ...
  [  8  10  18]
  [ 10   9  18]
  [ 25  24  33]]

 [[128 136 135]
  [ 82  93  91]
  [ 81  94  92]
  ...
  [ 45  47  55]
  [ 47  46  55]
  [ 60  59  67]]]",0
"[[[114 116  96]
  [115 117  97]
  [117 119  99]
  ...
  [183 188 166]
  [183 186 160]
  [181 184 158]]

 [[116 118  98]
  [116 119  99]
  [119 121 101]
  ...
  [187 192 170]
  [183 187 162]
  [179 183 158]]

 [[118 120 100]
  [119 121 101]
  [121 123 103]
  ...
  [180 186 163]
  [176 180 154]
  [170 174 149]]

 ...

 [[122 128 109]
  [126 132 113]
  [128 134 115]
  ...
  [136 144 127]
  [136 145 125]
  [136 145 125]]

 [[122 128 109]
  [124 130 111]
  [127 133 113]
  ...
  [136 144 127]
  [136 145 125]
  [136 145 125]]

 [[119 125 106]
  [121 127 108]
  [124 130 111]
  ...
  [132 141 123]
  [131 140 120]
  [130 139 119]]]",0
"[[[108 120 124]
  [110 122 126]
  [110 122 126]
  ...
  [ 53  60  56]
  [ 51  57  54]
  [ 50  56  55]]

 [[110 122 126]
  [112 124 128]
  [113 125 129]
  ...
  [ 54  62  59]
  [ 55  63  61]
  [ 53  61  60]]

 [[112 124 128]
  [114 126 130]
  [115 127 131]
  ...
  [ 60  71  69]
  [ 55  64  64]
  [ 50  59  59]]

 ...

 [[ 72  82  82]
  [ 72  82  82]
  [ 73  85  87]
  ...
  [ 41  69  80]
  [ 39  67  78]
  [ 37  65  76]]

 [[ 70  81  81]
  [ 71  82  82]
  [ 72  84  86]
  ...
  [ 40  68  79]
  [ 39  67  78]
  [ 37  65  76]]

 [[ 68  80  80]
  [ 70  82  82]
  [ 71  84  86]
  ...
  [ 39  67  78]
  [ 37  65  76]
  [ 35  63  75]]]",0
"[[[106 152 174]
  [106 154 176]
  [ 99 152 173]
  ...
  [105 138 153]
  [ 12  17  22]
  [  4   3   3]]

 [[102 149 171]
  [100 149 171]
  [ 98 151 172]
  ...
  [105 137 152]
  [ 11  16  21]
  [  2   2   1]]

 [[106 156 178]
  [103 153 175]
  [101 152 173]
  ...
  [104 137 152]
  [ 11  15  22]
  [  2   1   0]]

 ...

 [[ 68 101 104]
  [ 58  85  88]
  [ 32  49  54]
  ...
  [ 14  12   7]
  [  5   3   1]
  [  5   1   1]]

 [[  3   7  11]
  [  2   4   8]
  [  5   6  11]
  ...
  [  4   3   1]
  [  1   0   0]
  [  2   1   1]]

 [[ 16   1   2]
  [ 14   0   2]
  [ 12   1   3]
  ...
  [  0   1   0]
  [  0   0   0]
  [  1   0   2]]]",0
"[[[ 80  91  95]
  [ 81  92  96]
  [ 81  92  96]
  ...
  [ 59  61  62]
  [ 59  61  62]
  [ 58  59  61]]

 [[ 84  95  99]
  [ 84  95  99]
  [ 85  96 100]
  ...
  [ 59  61  62]
  [ 59  61  62]
  [ 59  61  62]]

 [[ 86  97 101]
  [ 87  98 102]
  [ 87  98 102]
  ...
  [ 59  61  62]
  [ 59  61  62]
  [ 56  58  59]]

 ...

 [[ 92  91  78]
  [ 94  89  91]
  [ 79  80  76]
  ...
  [ 33  34  32]
  [ 33  34  32]
  [ 32  33  31]]

 [[133 131 115]
  [ 92  86  89]
  [ 87  91  87]
  ...
  [ 32  32  30]
  [ 32  33  30]
  [ 30  32  29]]

 [[171 169 154]
  [ 88  82  87]
  [ 89  91  90]
  ...
  [ 30  31  29]
  [ 30  31  29]
  [ 28  29  27]]]",0
"[[[  5   1   2]
  [  6   0   3]
  [  4   0   1]
  ...
  [  0   0   4]
  [  0   0   2]
  [ 11   3   0]]

 [[  2   2   1]
  [ 23  24  29]
  [ 35  37  47]
  ...
  [ 23  28  37]
  [ 19  24  30]
  [  6   2   0]]

 [[  0   3   1]
  [ 63  72  82]
  [100 112 135]
  ...
  [ 81  93 108]
  [ 59  70  82]
  [  1   0   0]]

 ...

 [[  3   2   3]
  [ 18  40  65]
  [ 44  71 116]
  ...
  [ 43  40  42]
  [ 36  33  35]
  [  3   1   3]]

 [[  1   2   3]
  [  7  15  26]
  [ 20  30  50]
  ...
  [ 22  22  22]
  [ 13  13  13]
  [  0   0   0]]

 [[  0   1   5]
  [  4   0   1]
  [  6   0   2]
  ...
  [  1   1   1]
  [  2   2   2]
  [  3   3   3]]]",0
"[[[ 10  87 116]
  [  8  85 114]
  [  9  85 114]
  ...
  [118 139 170]
  [118 139 170]
  [121 142 173]]

 [[  6  83 112]
  [  0  77 106]
  [  0  76 105]
  ...
  [114 134 165]
  [114 134 165]
  [117 138 169]]

 [[ 10  90 119]
  [  3  80 109]
  [  1  77 106]
  ...
  [114 135 166]
  [114 135 166]
  [118 139 170]]

 ...

 [[ 39 130 169]
  [ 31 122 161]
  [ 24 114 154]
  ...
  [ 25 107 148]
  [ 25 107 148]
  [ 27 110 148]]

 [[ 32 121 159]
  [ 18 108 146]
  [  9 100 138]
  ...
  [ 23 107 147]
  [ 22 104 145]
  [ 33 114 152]]

 [[ 32 114 150]
  [ 16 103 138]
  [  7  98 133]
  ...
  [ 28 110 148]
  [ 28 114 151]
  [ 28 113 151]]]",0
"[[[ 56 134 180]
  [ 50 128 174]
  [ 52 130 176]
  ...
  [ 19  15   6]
  [ 18  15   7]
  [ 19  16   8]]

 [[ 49 127 173]
  [ 43 121 167]
  [ 45 123 169]
  ...
  [ 23  18  10]
  [ 23  20  12]
  [ 24  21  13]]

 [[ 52 130 176]
  [ 47 125 171]
  [ 49 127 173]
  ...
  [ 26  21  13]
  [ 25  22  14]
  [ 26  23  15]]

 ...

 [[139 170 193]
  [127 158 181]
  [134 165 188]
  ...
  [206 234 252]
  [199 229 249]
  [189 219 238]]

 [[143 174 197]
  [135 166 189]
  [138 169 192]
  ...
  [206 233 249]
  [203 231 248]
  [195 224 240]]

 [[146 178 200]
  [141 172 195]
  [140 171 194]
  ...
  [205 231 248]
  [202 229 245]
  [202 229 245]]]",0
"[[[  7  33  50]
  [  7  33  50]
  [  7  33  50]
  ...
  [ 61 117 147]
  [ 56 111 142]
  [ 56 110 141]]

 [[  7  33  50]
  [  8  34  51]
  [  8  34  51]
  ...
  [ 48 104 133]
  [ 48 101 132]
  [ 48 100 131]]

 [[  7  33  50]
  [  7  34  51]
  [  7  34  51]
  ...
  [ 39  92 122]
  [ 37  88 117]
  [ 36  87 118]]

 ...

 [[  3  14  44]
  [  5  17  46]
  [  4  19  47]
  ...
  [  1  14  12]
  [  0  12  10]
  [  0  12  10]]

 [[  2  13  43]
  [  5  17  46]
  [  4  20  47]
  ...
  [  0  13  11]
  [  0  12  10]
  [  0  12  10]]

 [[  2  13  43]
  [  5  17  46]
  [  4  20  47]
  ...
  [  1  13  11]
  [  0  11   9]
  [  0  11   9]]]",0
"[[[ 52  99 130]
  [ 57 103 134]
  [ 52  97 128]
  ...
  [ 59  96 126]
  [ 60 100 129]
  [ 60 100 129]]

 [[ 51  98 129]
  [ 51  97 128]
  [ 52  97 128]
  ...
  [ 61  97 127]
  [ 60 100 129]
  [ 62 102 131]]

 [[ 46  93 124]
  [ 55 101 132]
  [ 49  94 124]
  ...
  [ 64 101 131]
  [ 60  98 129]
  [ 60  98 128]]

 ...

 [[ 44  67  72]
  [ 50  71  77]
  [ 49  69  74]
  ...
  [ 34  67  77]
  [ 55  84  93]
  [ 70  99 108]]

 [[ 50  69  76]
  [ 64  83  89]
  [ 58  77  82]
  ...
  [ 51  84  94]
  [ 66  93 103]
  [ 69  96 106]]

 [[ 47  65  72]
  [ 54  72  79]
  [ 49  68  73]
  ...
  [ 63  95 105]
  [ 70  95 105]
  [ 74  99 109]]]",0
"[[[ 53  77 129]
  [ 55  82 133]
  [ 55  83 136]
  ...
  [ 45  63 120]
  [ 37  57 113]
  [ 32  49 105]]

 [[ 47  71 123]
  [ 54  79 131]
  [ 55  81 134]
  ...
  [ 47  64 121]
  [ 42  60 116]
  [ 34  51 107]]

 [[ 46  70 122]
  [ 57  81 133]
  [ 56  81 134]
  ...
  [ 47  64 121]
  [ 42  59 115]
  [ 28  45 101]]

 ...

 [[ 39  42  57]
  [ 41  44  59]
  [ 38  43  58]
  ...
  [ 48  61  84]
  [ 55  68  90]
  [ 48  61  83]]

 [[ 37  39  55]
  [ 44  47  62]
  [ 36  41  56]
  ...
  [ 55  69  91]
  [ 53  66  88]
  [ 46  59  81]]

 [[ 27  30  45]
  [ 42  46  61]
  [ 38  43  59]
  ...
  [ 56  69  92]
  [ 53  64  86]
  [ 45  55  77]]]",0
"[[[165 181 187]
  [165 181 187]
  [166 182 188]
  ...
  [196 192 198]
  [190 191 197]
  [188 192 197]]

 [[165 181 187]
  [166 182 188]
  [166 182 188]
  ...
  [196 192 198]
  [190 191 197]
  [188 192 197]]

 [[166 182 188]
  [166 182 188]
  [167 183 189]
  ...
  [195 192 198]
  [190 191 197]
  [188 192 197]]

 ...

 [[ 68 145 160]
  [ 68 145 160]
  [ 66 143 158]
  ...
  [ 40  83 120]
  [ 43  82 118]
  [ 44  80 116]]

 [[ 76 143 156]
  [ 77 143 157]
  [ 75 141 154]
  ...
  [ 46  83 117]
  [ 46  81 115]
  [ 51  82 115]]

 [[114 170 187]
  [114 170 187]
  [112 168 185]
  ...
  [101 138 175]
  [103 137 172]
  [106 137 172]]]",0
"[[[209 227 219]
  [220 234 228]
  [228 241 234]
  ...
  [250 196 130]
  [255 208 137]
  [253 192 123]]

 [[123 147 143]
  [127 149 146]
  [134 154 151]
  ...
  [254 199 122]
  [252 177  99]
  [242 157  80]]

 [[122 148 148]
  [124 150 150]
  [128 152 152]
  ...
  [247 156  80]
  [243 141  73]
  [239 136  68]]

 ...

 [[ 94 147 159]
  [ 80 131 141]
  [ 76 124 128]
  ...
  [232 234 214]
  [232 234 214]
  [232 234 214]]

 [[ 89 141 154]
  [ 75 126 136]
  [ 74 122 127]
  ...
  [232 234 214]
  [231 233 213]
  [231 233 213]]

 [[ 87 139 152]
  [ 76 127 137]
  [ 76 124 128]
  ...
  [232 234 214]
  [231 233 214]
  [231 233 214]]]",0
"[[[  3  36  96]
  [ 50 101 153]
  [ 51 121 161]
  ...
  [  0   1   6]
  [  0   0   4]
  [  2   0   0]]

 [[  2  30  95]
  [ 40  81 139]
  [ 41 105 148]
  ...
  [  0   1   6]
  [  0   0   3]
  [  2   0   0]]

 [[  9  39 108]
  [ 33  73 134]
  [ 36  96 144]
  ...
  [  0   1   6]
  [  0   0   3]
  [  2   0   0]]

 ...

 [[133 144 152]
  [131 145 157]
  [101 118 134]
  ...
  [ 41  53  59]
  [ 39  51  57]
  [ 46  58  64]]

 [[131 142 150]
  [136 148 159]
  [105 122 138]
  ...
  [ 42  56  62]
  [ 43  56  63]
  [ 48  62  68]]

 [[137 146 153]
  [135 145 156]
  [107 122 138]
  ...
  [ 42  56  60]
  [ 39  53  57]
  [ 37  52  56]]]",0
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",0
"[[[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [2 2 2]
  [2 2 2]
  [0 0 0]]

 [[1 1 1]
  [1 1 1]
  [0 1 1]
  ...
  [0 0 0]
  [2 2 2]
  [0 0 0]]

 [[1 1 1]
  [1 1 1]
  [0 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [0 0 0]]

 ...

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [2 2 2]
  [1 1 1]
  [1 1 1]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [3 1 1]
  [1 1 1]
  [1 1 1]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [3 1 1]
  [1 1 1]
  [1 1 1]]]",0
"[[[109 119 126]
  [109 119 126]
  [109 119 126]
  ...
  [129 129 117]
  [127 127 115]
  [131 131 119]]

 [[111 121 128]
  [111 121 128]
  [111 121 128]
  ...
  [139 139 126]
  [138 138 126]
  [143 143 131]]

 [[112 122 129]
  [112 122 129]
  [112 122 129]
  ...
  [146 146 134]
  [147 147 135]
  [154 154 142]]

 ...

 [[ 29  23  28]
  [ 31  25  30]
  [ 32  26  31]
  ...
  [ 15   6  19]
  [ 10   1  14]
  [ 11   2  15]]

 [[ 33  28  32]
  [ 32  26  31]
  [ 32  26  31]
  ...
  [ 18   9  22]
  [ 14   5  18]
  [ 14   5  18]]

 [[ 36  30  35]
  [ 33  28  32]
  [ 31  25  30]
  ...
  [ 21  12  25]
  [ 16   7  20]
  [ 17   8  21]]]",0
"[[[213 215 215]
  [213 215 215]
  [212 214 214]
  ...
  [236 243 240]
  [237 242 240]
  [238 243 241]]

 [[214 216 216]
  [213 215 215]
  [211 213 213]
  ...
  [236 243 240]
  [239 243 241]
  [239 243 241]]

 [[212 214 214]
  [214 216 216]
  [216 218 218]
  ...
  [236 243 240]
  [240 245 243]
  [239 244 242]]

 ...

 [[ 95  85  78]
  [ 90  79  72]
  [ 90  80  73]
  ...
  [ 84  75  66]
  [ 87  77  67]
  [ 84  74  64]]

 [[ 98  88  81]
  [ 91  81  74]
  [ 92  82  75]
  ...
  [ 87  78  68]
  [ 87  76  68]
  [ 83  72  64]]

 [[ 99  89  82]
  [ 93  83  76]
  [ 94  84  77]
  ...
  [ 92  83  74]
  [ 92  80  72]
  [ 87  76  68]]]",0
"[[[ 77  88 115]
  [ 78  90 116]
  [ 74  85 112]
  ...
  [ 84  69  72]
  [ 76  57  65]
  [ 63  60  64]]

 [[ 75  88 114]
  [ 79  92 118]
  [ 75  88 114]
  ...
  [ 87  73  75]
  [ 71  54  59]
  [ 61  62  63]]

 [[ 74  88 116]
  [ 76  90 118]
  [ 74  88 116]
  ...
  [ 88  76  77]
  [ 72  57  61]
  [ 66  68  69]]

 ...

 [[116 169 212]
  [116 169 212]
  [120 173 216]
  ...
  [ 96  74  70]
  [ 95  72  70]
  [ 94  71  69]]

 [[116 169 212]
  [116 169 212]
  [119 172 215]
  ...
  [ 97  75  71]
  [ 97  74  72]
  [ 93  70  68]]

 [[115 168 211]
  [116 169 212]
  [118 171 214]
  ...
  [ 98  75  72]
  [ 96  73  72]
  [ 93  70  68]]]",0
"[[[197 240 249]
  [197 240 249]
  [197 240 249]
  ...
  [155 215 227]
  [153 213 225]
  [151 211 223]]

 [[197 240 249]
  [197 240 249]
  [197 240 249]
  ...
  [155 215 227]
  [153 213 225]
  [152 212 224]]

 [[197 240 249]
  [197 240 249]
  [197 240 249]
  ...
  [154 215 225]
  [154 215 225]
  [153 214 224]]

 ...

 [[ 52 131 204]
  [ 45 127 199]
  [ 56 141 213]
  ...
  [ 51 135 205]
  [ 48 133 203]
  [ 66 150 220]]

 [[ 66 143 217]
  [ 56 135 208]
  [ 67 149 221]
  ...
  [ 85 170 240]
  [ 78 163 233]
  [ 84 169 239]]

 [[ 62 135 209]
  [ 33 108 182]
  [ 34 113 186]
  ...
  [ 82 164 235]
  [ 82 164 235]
  [ 68 150 221]]]",0
"[[[254 185  48]
  [254 184  43]
  [254 186  43]
  ...
  [253 175  38]
  [253 175  38]
  [254 178  38]]

 [[254 171  35]
  [254 167  29]
  [253 168  27]
  ...
  [248 172  30]
  [248 171  30]
  [249 172  32]]

 [[254 174  35]
  [254 171  31]
  [254 173  28]
  ...
  [252 181  25]
  [249 178  29]
  [249 177  36]]

 ...

 [[173 171  58]
  [183 171  65]
  [173 160  57]
  ...
  [ 36  29  10]
  [ 35  30  10]
  [ 45  40  19]]

 [[134 142  20]
  [139 139  19]
  [142 134  22]
  ...
  [ 36  31   7]
  [ 39  32   9]
  [ 56  48  28]]

 [[150 157  46]
  [159 160  43]
  [157 144  40]
  ...
  [ 59  54  24]
  [ 65  62  28]
  [ 73  67  28]]]",0
"[[[123 149 185]
  [125 151 187]
  [125 151 187]
  ...
  [113 141 172]
  [112 139 173]
  [112 139 173]]

 [[124 150 186]
  [125 151 187]
  [125 151 187]
  ...
  [113 141 172]
  [113 140 174]
  [112 140 174]]

 [[124 150 186]
  [125 151 187]
  [126 152 188]
  ...
  [114 142 173]
  [114 141 175]
  [114 141 175]]

 ...

 [[ 85 111 147]
  [ 86 112 148]
  [ 86 112 148]
  ...
  [ 66  94 124]
  [ 65  93 123]
  [ 63  91 121]]

 [[ 85 111 147]
  [ 84 111 147]
  [ 86 112 147]
  ...
  [ 70  98 128]
  [ 68  96 126]
  [ 67  95 125]]

 [[ 83 109 145]
  [ 84 110 146]
  [ 83 109 145]
  ...
  [ 64  92 122]
  [ 65  93 123]
  [ 64  92 122]]]",0
"[[[ 26  37  73]
  [ 26  36  71]
  [  1  29  78]
  ...
  [ 25  32  65]
  [ 21  28  61]
  [ 16  23  56]]

 [[ 21  36  73]
  [ 27  36  71]
  [  6  32  78]
  ...
  [ 28  35  68]
  [ 21  28  61]
  [ 18  25  58]]

 [[ 15  32  73]
  [ 28  38  72]
  [ 14  33  73]
  ...
  [ 25  32  65]
  [ 20  27  60]
  [ 20  27  60]]

 ...

 [[ 18  27  99]
  [ 13  69 147]
  [ 13 126 210]
  ...
  [  4  74 186]
  [  0  63 176]
  [  4  67 181]]

 [[  0  59 149]
  [  6 125 217]
  [ 30 185 255]
  ...
  [ 19  89 203]
  [  5  74 190]
  [  2  70 190]]

 [[ 14 119 223]
  [ 10 167 254]
  [  3 155 242]
  ...
  [  9  84 201]
  [ 16  90 209]
  [  2  73 196]]]",0
"[[[ 24  69 117]
  [ 51 107 146]
  [ 68 127 180]
  ...
  [ 57 111 142]
  [ 61 112 142]
  [ 60 107 138]]

 [[  4  28  74]
  [ 19  54  99]
  [ 21  71 134]
  ...
  [ 56 110 141]
  [ 60 110 140]
  [ 59 106 137]]

 [[ 78 141 181]
  [111 177 224]
  [102 177 234]
  ...
  [ 55 109 140]
  [ 58 108 138]
  [ 59 106 137]]

 ...

 [[ 60 112 153]
  [ 59 110 153]
  [ 62 112 157]
  ...
  [  3  27  73]
  [  5  29  75]
  [  2  26  71]]

 [[ 56 110 150]
  [ 55 106 147]
  [ 53 100 143]
  ...
  [  7  30  77]
  [  6  31  77]
  [  1  25  70]]

 [[ 29  80 123]
  [ 27  77 119]
  [ 28  77 117]
  ...
  [  7  31  78]
  [  3  29  75]
  [  3  30  74]]]",0
"[[[ 88  90  90]
  [ 90  92  92]
  [ 90  92  92]
  ...
  [ 87  85  84]
  [ 88  84  83]
  [ 87  83  82]]

 [[ 90  91  90]
  [ 92  93  92]
  [ 92  94  93]
  ...
  [ 89  87  86]
  [ 88  86  85]
  [ 87  84  83]]

 [[ 92  93  91]
  [ 94  95  93]
  [ 95  96  94]
  ...
  [ 91  89  88]
  [ 89  87  86]
  [ 86  87  85]]

 ...

 [[ 82  93  99]
  [ 87  96 106]
  [ 88  97 106]
  ...
  [ 71  82  86]
  [ 73  80  86]
  [ 68  77  84]]

 [[ 83  95 102]
  [ 84  94 105]
  [ 89  99 108]
  ...
  [ 69  79  85]
  [ 72  78  85]
  [ 67  76  83]]

 [[ 77  89  97]
  [ 78  87 100]
  [ 81  92 102]
  ...
  [ 67  77  84]
  [ 70  76  83]
  [ 65  75  81]]]",0
"[[[ 21  19  11]
  [ 20  18  10]
  [ 18  16   8]
  ...
  [ 37  53  30]
  [ 36  56  32]
  [ 50  60  43]]

 [[ 21  23  13]
  [ 17  18   9]
  [ 18  19  10]
  ...
  [ 37  53  30]
  [ 36  57  33]
  [ 49  59  42]]

 [[ 21  21  15]
  [ 16  16  10]
  [ 18  18  12]
  ...
  [ 38  54  31]
  [ 37  58  34]
  [ 51  61  44]]

 ...

 [[ 55  72 124]
  [ 48  65 122]
  [ 48  67 125]
  ...
  [208 199 191]
  [205 192 185]
  [ 36  27  28]]

 [[ 54  72 125]
  [ 50  68 123]
  [ 42  59 116]
  ...
  [210 201 192]
  [212 200 191]
  [ 92  79  81]]

 [[ 53  71 124]
  [ 51  68 121]
  [ 46  60 116]
  ...
  [208 201 192]
  [213 199 191]
  [160 143 144]]]",0
"[[[ 62 101 140]
  [ 65 104 143]
  [ 62 101 140]
  ...
  [ 51  91 135]
  [ 50  89 133]
  [ 94 119 148]]

 [[ 67 105 144]
  [ 64 103 145]
  [ 58 100 143]
  ...
  [ 35  75 120]
  [ 46  85 130]
  [ 26  46  75]]

 [[ 60  99 138]
  [ 60 101 144]
  [ 60 102 148]
  ...
  [106 139 172]
  [ 97 131 164]
  [ 28  45  74]]

 ...

 [[ 78 120 171]
  [ 80 121 170]
  [ 84 124 172]
  ...
  [ 52  89 117]
  [ 51  85 112]
  [ 31  48  64]]

 [[ 66 121 166]
  [ 69 122 166]
  [ 77 128 171]
  ...
  [ 58  88 127]
  [ 56  85 123]
  [ 30  48  64]]

 [[162 190 200]
  [159 186 195]
  [159 185 192]
  ...
  [139 179 179]
  [138 177 176]
  [142 161 176]]]",0
"[[[ 55 113 195]
  [ 51 109 192]
  [ 54 113 193]
  ...
  [ 79 110 151]
  [ 81 110 151]
  [ 82 110 151]]

 [[ 53 111 193]
  [ 57 115 196]
  [ 54 113 193]
  ...
  [ 84 115 156]
  [ 87 115 156]
  [ 87 115 156]]

 [[ 52 110 192]
  [ 55 113 194]
  [ 52 111 191]
  ...
  [ 82 112 156]
  [ 82 111 155]
  [ 84 112 156]]

 ...

 [[ 34  40  35]
  [ 30  36  31]
  [ 26  32  27]
  ...
  [ 23  28  27]
  [ 23  29  27]
  [ 24  29  28]]

 [[ 35  41  36]
  [ 22  28  23]
  [ 35  41  36]
  ...
  [ 17  22  21]
  [ 18  23  22]
  [ 25  30  29]]

 [[ 35  38  36]
  [ 35  38  36]
  [ 31  34  32]
  ...
  [ 14  16  18]
  [ 23  24  28]
  [ 20  22  24]]]",0
